gearPk,activityId
23639225,11793004400
23639225,11876995369
23639225,11999640724
23639225,12000341156
23639225,12004602228
23639225,12837344520
23639225,13421173835
23639225,13445967958
23639225,13449663593
23639225,13463968214
23639225,13537894869
23639225,13537942635
23639225,13549317960
23639225,13649155014
23639225,14037964247
23639225,14127575250
23639225,14140852264
23639225,14155469498
23639225,14204568129
23639225,14364434263
23639225,14384437906
23639225,14498122274
23639225,14535492718
23639225,14544862402
23639225,14548193733
23639225,14561334023
23639225,14563443845
23639225,14581561848
23639225,14583003711
23639225,14607071675
23639225,15098237588
23639225,15440918451
23639225,15871377466
23639225,15980167881
23639225,16155047965
23639225,16158081443
23639225,16857390212
23639225,17901496946
23639225,17939846977
23639225,17948580427
23639225,17973150344
23639225,17992991121
23567509,5552949958
23567509,5556513754
23567509,5577632761
23567509,5625937429
23567509,5640480210
23567509,5649810562
23567509,5678122156
23567509,5713248712
23567509,5713251758
23567509,5713251759
23567509,5713251760
23567509,5713251765
23567509,5718217170
23567509,5768386237
23567509,5802348209
23567509,5835526987
23567509,5844729377
23567509,5872683497
23567509,5899930756
23567509,5908499434
23567509,5930213845
23567509,5938772276
23567509,6022484266
23567509,6096428351
23567509,6145758886
23567509,6230099311
23567509,6265971036
23567509,6384288407
23567509,6423705488
23567509,6500676804
23567509,6572089310
23567509,6573669818
23567509,6622190004
23567509,6622194386
23567509,6742885066
23567509,6783829183
23567509,6822828373
23567509,6862513023
23567509,6868887366
23567509,6868889615
23567509,6921194220
23567509,6985393337
23567509,7023910804
23567509,7023916410
23567509,7023917513
23567509,7029370397
23567509,7029879438
23567509,7062835949
23567509,7097875260
23567509,7108075040
23567509,7108085756
23612219,5575844623
23612219,5580098284
23612219,5582582329
23612219,5585950317
23612219,5635782564
23612219,5645102319
23612219,5657831214
23612219,5682422020
23612219,5699594542
23612219,5703100502
23612219,5743995614
23612219,5778293962
23612219,5853118857
23612219,5885551848
23612219,5990129096
23612219,6107137294
23612219,6134618531
23612219,6172016415
23612219,6283457567
23612219,6321131827
23612219,6321142514
23612219,6321355211
23612219,6321406971
23612219,6333158671
23612219,6533242795
23612219,6541979181
23612219,6607851981
23612219,6642853412
23612219,6973683308
23612219,7197338122
23612219,7262141323
23612219,7334762422
23612219,7344042554
23612219,7413368193
23612219,7426146183
23612219,7438803962
23612219,7718974793
23639291,5394148103
23639291,5462856365
23639291,5496481719
38926850,16146578858
38926850,16378562948
38926850,16392110897
38926850,16497637636
38926850,16603803705
38926850,16648092320
38926850,16702768910
38926850,16725803854
38926850,16744628115
38926850,16751881989
38926850,16751888077
38926850,16803584948
38926850,16824930839
38926850,16842729372
38926850,16850124302
38926850,16859138045
38926850,16878669046
38926850,16900697789
38926850,16997562876
38926850,17275835834
38926850,17303040916
38926850,17440872544
38926850,17688032204
38926850,17703660916
38926850,17802862511
38926850,17808837259
38926850,17823781429
38926850,17835988282
38926850,17890315520
38926850,17906705848
38926850,17975178127
38926850,18031379110
38926850,18036140692
38926850,18037511361
38926850,18118806570
38926850,18200541917
38926850,18223838902
38926850,18260627590
38926850,18286170511
38926850,18321688058
38926850,18348403966
38926850,18372703080
38926850,18384304937
38926850,18664239935
38926850,18693564514
38926850,18722348489
38926850,18752126798
38926850,18769234845
38926850,18828879377
38926850,18875908127
38926850,18965319602
38926850,18981153078
38926850,19293868075
38926850,19465902270
27151211,7298947467
27151211,7316757934
27151211,7464644292
27151211,7542318273
27151211,7551030813
27151211,7579109095
27151211,7606326235
27151211,7618748970
27151211,7626272158
27151211,7685176671
27151211,7709129169
27151211,7852877582
27151211,7968320209
27151211,8087734915
27151211,8259092911
27151211,8259092979
27151211,8503668555
27151211,8562767163
27151211,9214445440
27151211,9239563678
27151211,9287030590
27151211,9296257455
27151211,9302719443
27151211,9318738279
27151211,9385605369
27151211,9411617006
27151211,9517347823
27151211,9527012772
27151211,9532710864
27151211,9572121758
27151211,9607756277
27151211,9745632304
27151211,9794921945
27151211,9869555988
27151211,9964330457
27151211,9988108668
27151211,9997299615
27151211,10367456047
27151211,10396784604
23620605,4993675648
23620605,5031115484
23620605,5036252978
23620605,5067406218
23620605,5083453163
23620605,5178032423
23620605,5178033440
23620605,5203495151
23620605,5217398303
23620605,5220561256
23620605,5220562925
23620605,5220565604
23620605,5220582847
23620605,5255393926
23620605,5369012993
23620605,5379239986
23620605,5389436304
23620605,5391012649
23620605,5393988968
23620605,5411266533
23620605,5414755887
23620605,5423814592
23620605,5438880013
23620605,5438885152
23620605,5448482320
23620605,5457294914
23620605,5462855337
23620605,5472148226
23620605,5481731984
23620605,5486882114
23620605,5491350353
23620605,5492920690
23620605,5506624385
23620605,5508061886
23620605,5510959771
23620605,5513064353
23620605,5516507797
23620605,5517603702
23620605,5525443518
23620605,5531229705
23620605,5541507077
23620605,5593788863
23620605,5664055167
23620605,5689468346
23620605,5721267592
23620605,5722077709
23620605,5727227613
23620605,5779101153
23620605,5786552712
23620605,5786553747
23620605,5820278035
23620605,5827944438
23620605,5837054057
23620605,5916236917
23620605,5946805534
23620605,6079617359
23620605,6123582736
23620605,6154292428
23620605,6191735383
23620605,6257499091
24816781,6118595783
32625192,10551360957
32625192,10902103446
32625192,10947801355
32625192,11175133002
32625192,11190142528
32625192,11278236110
32625192,11291256705
32625192,11400849784
32625192,11407757113
32625192,11413314208
32625192,11419318879
32625192,11419328738
32625192,11427127183
32625192,11434102853
32625192,11458796723
32625192,11492062614
32625192,11506525531
32625192,11514323657
32625192,11574951848
32625192,11574956526
32625192,11599191162
32625192,11612924286
32625192,11646452191
32625192,11660742592
32625192,11771998267
32625192,12482377952
32625192,12501131013
32625192,12845711094
32625192,12883926799
32625192,12895979303
32625192,12945492281
32625192,13314081594
32625192,13849507094
32625192,14114305667
32625192,14345623695
32625192,14439836229
32625192,14545584908
32625192,14547472323
32625192,15100327081
32625192,15178346493
32625192,15191307998
32625192,15389449814
27235649,7356361370
27235649,7398213931
27235649,7408818443
27235649,7613512991
27235649,7698037258
27235649,7739610264
27235649,7772072512
27235649,7791961245
27235649,7812157043
27235649,7827159152
27235649,7837622528
27235649,7846989962
27235649,7872586964
27235649,7960181508
27235649,8138560532
27235649,8179365674
27235649,8283918847
27235649,8458174921
27235649,8509344367
27235649,9034344579
27235649,9194917420
27235649,9780045225
27235649,9942241158
27235649,10322169998
27235649,10404800917
27235649,10409839740
27235649,10409840394
27235649,10412932807
27235649,10424732409
27235649,10426304135
27235649,10451365454
27235649,10471100783
27235649,10484189666
27235649,10531283799
27235649,10534837525
44340314,19630642261
37067595,14038782088
37067595,14582308488
